paramCombinations_1,paramCombinations_2,paramCombinations_3,numDetectedFeatures,meanScore,varianceLocation_m,varianceLocation_n,meanScoreTop,varianceLocationTop_m,varianceLocationTop_n,computationTime,is_default
0.777777777777778,1,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.1609435,0
0.777777777777778,1,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.2058837,0
0.777777777777778,1,1,0,NaN,NaN,NaN,0,0,0,0.1612068,0
0.777777777777778,2,0,0,NaN,NaN,NaN,0,0,0,0.1886479,0
0.777777777777778,2,0.111111111111111,0,NaN,NaN,NaN,0,0,0,0.1647366,0
0.777777777777778,2,0.222222222222222,0,NaN,NaN,NaN,0,0,0,0.1604496,0
0.777777777777778,2,0.333333333333333,0,NaN,NaN,NaN,0,0,0,0.1597961,0
0.777777777777778,2,0.444444444444444,0,NaN,NaN,NaN,0,0,0,0.2079359,0
0.777777777777778,2,0.555555555555556,0,NaN,NaN,NaN,0,0,0,0.175496,0
0.777777777777778,2,0.666666666666667,0,NaN,NaN,NaN,0,0,0,0.1607761,0
0.777777777777778,2,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.1717717,0
0.777777777777778,2,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.1601334,0
0.777777777777778,2,1,0,NaN,NaN,NaN,0,0,0,0.1653753,0
0.777777777777778,3,0,0,NaN,NaN,NaN,0,0,0,0.203278,0
0.777777777777778,3,0.111111111111111,0,NaN,NaN,NaN,0,0,0,0.1689649,0
0.777777777777778,3,0.222222222222222,0,NaN,NaN,NaN,0,0,0,0.1637234,0
0.777777777777778,3,0.333333333333333,0,NaN,NaN,NaN,0,0,0,0.1699831,0
0.777777777777778,3,0.444444444444444,0,NaN,NaN,NaN,0,0,0,0.1624442,0
0.777777777777778,3,0.555555555555556,0,NaN,NaN,NaN,0,0,0,0.1675346,0
0.777777777777778,3,0.666666666666667,0,NaN,NaN,NaN,0,0,0,0.180561,0
0.777777777777778,3,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.1777503,0
0.777777777777778,3,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.1674818,0
0.777777777777778,3,1,0,NaN,NaN,NaN,0,0,0,0.1721597,0
0.777777777777778,4,0,0,NaN,NaN,NaN,0,0,0,0.1749296,0
0.777777777777778,4,0.111111111111111,0,NaN,NaN,NaN,0,0,0,0.1690325,0
0.777777777777778,4,0.222222222222222,0,NaN,NaN,NaN,0,0,0,0.1657018,0
0.777777777777778,4,0.333333333333333,0,NaN,NaN,NaN,0,0,0,0.1846345,0
0.777777777777778,4,0.444444444444444,0,NaN,NaN,NaN,0,0,0,0.1641486,0
0.777777777777778,4,0.555555555555556,0,NaN,NaN,NaN,0,0,0,0.1642643,0
0.777777777777778,4,0.666666666666667,0,NaN,NaN,NaN,0,0,0,0.1667578,0
0.777777777777778,4,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.1766621,0
0.777777777777778,4,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.1748804,0
0.777777777777778,4,1,0,NaN,NaN,NaN,0,0,0,0.2000299,0
0.888888888888889,1,0,0,NaN,NaN,NaN,0,0,0,0.1946949,0
0.888888888888889,1,0.111111111111111,0,NaN,NaN,NaN,0,0,0,0.1792829,0
0.888888888888889,1,0.222222222222222,0,NaN,NaN,NaN,0,0,0,0.1714356,0
0.888888888888889,1,0.333333333333333,0,NaN,NaN,NaN,0,0,0,0.173928,0
0.888888888888889,1,0.444444444444444,0,NaN,NaN,NaN,0,0,0,0.1741521,0
0.888888888888889,1,0.555555555555556,0,NaN,NaN,NaN,0,0,0,0.1840618,0
0.888888888888889,1,0.666666666666667,0,NaN,NaN,NaN,0,0,0,0.1721792,0
0.888888888888889,1,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.1599841,0
0.888888888888889,1,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.1743664,0
0.888888888888889,1,1,0,NaN,NaN,NaN,0,0,0,0.1704561,0
0.888888888888889,2,0,0,NaN,NaN,NaN,0,0,0,0.1745012,0
0.888888888888889,2,0.111111111111111,0,NaN,NaN,NaN,0,0,0,0.1982516,0
0.888888888888889,2,0.222222222222222,0,NaN,NaN,NaN,0,0,0,0.1646187,0
0.888888888888889,2,0.333333333333333,0,NaN,NaN,NaN,0,0,0,0.1601567,0
0.888888888888889,2,0.444444444444444,0,NaN,NaN,NaN,0,0,0,0.1773112,0
0.888888888888889,2,0.555555555555556,0,NaN,NaN,NaN,0,0,0,0.1925781,0
0.888888888888889,2,0.666666666666667,0,NaN,NaN,NaN,0,0,0,0.1615879,0
0.888888888888889,2,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.1990075,0
0.888888888888889,2,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.1755286,0
0.888888888888889,2,1,0,NaN,NaN,NaN,0,0,0,0.1640152,0
0.888888888888889,3,0,0,NaN,NaN,NaN,0,0,0,0.1630125,0
0.888888888888889,3,0.111111111111111,0,NaN,NaN,NaN,0,0,0,0.1719889,0
0.888888888888889,3,0.222222222222222,0,NaN,NaN,NaN,0,0,0,0.1619567,0
0.888888888888889,3,0.333333333333333,0,NaN,NaN,NaN,0,0,0,0.1906245,0
0.888888888888889,3,0.444444444444444,0,NaN,NaN,NaN,0,0,0,0.1706901,0
0.888888888888889,3,0.555555555555556,0,NaN,NaN,NaN,0,0,0,0.1662891,0
0.888888888888889,3,0.666666666666667,0,NaN,NaN,NaN,0,0,0,0.1775887,0
0.888888888888889,3,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.1773121,0
0.888888888888889,3,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.1750123,0
0.888888888888889,3,1,0,NaN,NaN,NaN,0,0,0,0.1857241,0
0.888888888888889,4,0,0,NaN,NaN,NaN,0,0,0,0.1723633,0
0.888888888888889,4,0.111111111111111,0,NaN,NaN,NaN,0,0,0,0.1617101,0
0.888888888888889,4,0.222222222222222,0,NaN,NaN,NaN,0,0,0,0.1636806,0
0.888888888888889,4,0.333333333333333,0,NaN,NaN,NaN,0,0,0,0.1627543,0
0.888888888888889,4,0.444444444444444,0,NaN,NaN,NaN,0,0,0,0.1673786,0
0.888888888888889,4,0.555555555555556,0,NaN,NaN,NaN,0,0,0,0.1627205,0
0.888888888888889,4,0.666666666666667,0,NaN,NaN,NaN,0,0,0,0.1923828,0
0.888888888888889,4,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.1700841,0
0.888888888888889,4,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.1675077,0
0.888888888888889,4,1,0,NaN,NaN,NaN,0,0,0,0.1627035,0
0.999,1,0,0,NaN,NaN,NaN,0,0,0,0.1694887,0
0.999,1,0.111111111111111,0,NaN,NaN,NaN,0,0,0,0.1618622,0
0.999,1,0.222222222222222,0,NaN,NaN,NaN,0,0,0,0.1897566,0
0.999,1,0.333333333333333,0,NaN,NaN,NaN,0,0,0,0.1635697,0
0.999,1,0.444444444444444,0,NaN,NaN,NaN,0,0,0,0.1670835,0
0.999,1,0.555555555555556,0,NaN,NaN,NaN,0,0,0,0.1623522,0
0.999,1,0.666666666666667,0,NaN,NaN,NaN,0,0,0,0.1694896,0
0.999,1,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.1866016,0
0.999,1,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.1761742,0
0.999,1,1,0,NaN,NaN,NaN,0,0,0,0.1738803,0
0.999,2,0,0,NaN,NaN,NaN,0,0,0,0.1739278,0
0.999,2,0.111111111111111,0,NaN,NaN,NaN,0,0,0,0.1732296,0
0.999,2,0.222222222222222,0,NaN,NaN,NaN,0,0,0,0.163158,0
0.999,2,0.333333333333333,0,NaN,NaN,NaN,0,0,0,0.1618911,0
0.999,2,0.444444444444444,0,NaN,NaN,NaN,0,0,0,0.1754402,0
0.999,2,0.555555555555556,0,NaN,NaN,NaN,0,0,0,0.1770387,0
0.999,2,0.666666666666667,0,NaN,NaN,NaN,0,0,0,0.1712778,0
0.999,2,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.168227,0
0.999,2,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.1664249,0
0.999,2,1,0,NaN,NaN,NaN,0,0,0,0.1692296,0
0.999,3,0,0,NaN,NaN,NaN,0,0,0,0.1600679,0
0.999,3,0.111111111111111,0,NaN,NaN,NaN,0,0,0,0.1983104,0
0.999,3,0.222222222222222,0,NaN,NaN,NaN,0,0,0,0.1672009,0
0.999,3,0.333333333333333,0,NaN,NaN,NaN,0,0,0,0.1713705,0
0.999,3,0.444444444444444,0,NaN,NaN,NaN,0,0,0,0.1654871,0
0.999,3,0.555555555555556,0,NaN,NaN,NaN,0,0,0,0.1616837,0
0.999,3,0.666666666666667,0,NaN,NaN,NaN,0,0,0,0.1625265,0
0.999,3,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.1932731,0
0.999,3,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.1691086,0
0.999,3,1,0,NaN,NaN,NaN,0,0,0,0.1628178,0
0.999,4,0,0,NaN,NaN,NaN,0,0,0,0.1751367,0
0.999,4,0.111111111111111,0,NaN,NaN,NaN,0,0,0,0.1633445,0
0.999,4,0.222222222222222,0,NaN,NaN,NaN,0,0,0,0.1698944,0
0.999,4,0.333333333333333,0,NaN,NaN,NaN,0,0,0,0.1897969,0
0.999,4,0.444444444444444,0,NaN,NaN,NaN,0,0,0,0.1734309,0
0.999,4,0.555555555555556,0,NaN,NaN,NaN,0,0,0,0.2422006,0
0.999,4,0.666666666666667,0,NaN,NaN,NaN,0,0,0,0.2115144,0
0.999,4,0.777777777777778,0,NaN,NaN,NaN,0,0,0,0.1719673,0
0.999,4,0.888888888888889,0,NaN,NaN,NaN,0,0,0,0.1722221,0
0.999,4,1,0,NaN,NaN,NaN,0,0,0,0.1967655,0
0.2,4,0.1,276,69.896598815918,2911.46313476563,2575.70825195313,67.9842987060547,210.369110107422,26.702917098999,0.3734347,1
