paramCombinations_1,paramCombinations_2,paramCombinations_3,paramCombinations_4,numDetectedFeatures,meanScore,varianceLocation_m,varianceLocation_n,meanScoreTop,varianceLocationTop_m,varianceLocationTop_n,computationTime,is_default
region,1.77777777777778,2,9,0,NaN,NaN,NaN,0,0,0,0.0632192,0
region,1.77777777777778,2,10,0,NaN,NaN,NaN,0,0,0,0.0726146,0
region,1.77777777777778,3,3,0,NaN,NaN,NaN,0,0,0,0.0570303,0
region,1.77777777777778,3,4,0,NaN,NaN,NaN,0,0,0,0.0685546,0
region,1.77777777777778,3,5,0,NaN,NaN,NaN,0,0,0,0.130134,0
region,1.77777777777778,3,6,0,NaN,NaN,NaN,0,0,0,0.104427,0
region,1.77777777777778,3,7,0,NaN,NaN,NaN,0,0,0,0.106183,0
region,1.77777777777778,3,8,0,NaN,NaN,NaN,0,0,0,0.1182039,0
region,1.77777777777778,3,9,0,NaN,NaN,NaN,0,0,0,0.1416259,0
region,1.77777777777778,3,10,0,NaN,NaN,NaN,0,0,0,0.1322419,0
region,1.77777777777778,4,3,0,NaN,NaN,NaN,0,0,0,0.0863931,0
region,1.77777777777778,4,4,0,NaN,NaN,NaN,0,0,0,0.1136121,0
region,1.77777777777778,4,5,0,NaN,NaN,NaN,0,0,0,0.1276684,0
region,1.77777777777778,4,6,0,NaN,NaN,NaN,0,0,0,0.152659,0
region,1.77777777777778,4,7,0,NaN,NaN,NaN,0,0,0,0.1925568,0
region,1.77777777777778,4,8,0,NaN,NaN,NaN,0,0,0,0.2008814,0
region,1.77777777777778,4,9,0,NaN,NaN,NaN,0,0,0,0.2186652,0
region,1.77777777777778,4,10,0,NaN,NaN,NaN,0,0,0,0.239747,0
region,2.22222222222222,1,3,0,NaN,NaN,NaN,0,0,0,0.0140325,0
region,2.22222222222222,1,4,0,NaN,NaN,NaN,0,0,0,0.0177628,0
region,2.22222222222222,1,5,0,NaN,NaN,NaN,0,0,0,0.0194636,0
region,2.22222222222222,1,6,0,NaN,NaN,NaN,0,0,0,0.0295884,0
region,2.22222222222222,1,7,0,NaN,NaN,NaN,0,0,0,0.0218408,0
region,2.22222222222222,1,8,0,NaN,NaN,NaN,0,0,0,0.0271165,0
region,2.22222222222222,1,9,0,NaN,NaN,NaN,0,0,0,0.0300665,0
region,2.22222222222222,1,10,0,NaN,NaN,NaN,0,0,0,0.0387904,0
region,2.22222222222222,2,3,0,NaN,NaN,NaN,0,0,0,0.035172,0
region,2.22222222222222,2,4,0,NaN,NaN,NaN,0,0,0,0.0655175,0
region,2.22222222222222,2,5,0,NaN,NaN,NaN,0,0,0,0.0590885,0
region,2.22222222222222,2,6,0,NaN,NaN,NaN,0,0,0,0.0602568,0
region,2.22222222222222,2,7,0,NaN,NaN,NaN,0,0,0,0.0427912,0
region,2.22222222222222,2,8,0,NaN,NaN,NaN,0,0,0,0.0717288,0
region,2.22222222222222,2,9,0,NaN,NaN,NaN,0,0,0,0.0638891,0
region,2.22222222222222,2,10,0,NaN,NaN,NaN,0,0,0,0.0755774,0
region,2.22222222222222,3,3,0,NaN,NaN,NaN,0,0,0,0.0592108,0
region,2.22222222222222,3,4,0,NaN,NaN,NaN,0,0,0,0.0776987,0
region,2.22222222222222,3,5,0,NaN,NaN,NaN,0,0,0,0.0729323,0
region,2.22222222222222,3,6,0,NaN,NaN,NaN,0,0,0,0.0904989,0
region,2.22222222222222,3,7,0,NaN,NaN,NaN,0,0,0,0.1133527,0
region,2.22222222222222,3,8,0,NaN,NaN,NaN,0,0,0,0.1138157,0
region,2.22222222222222,3,9,0,NaN,NaN,NaN,0,0,0,0.0996185,0
region,2.22222222222222,3,10,0,NaN,NaN,NaN,0,0,0,0.2271111,0
region,2.22222222222222,4,3,0,NaN,NaN,NaN,0,0,0,0.0855758,0
region,2.22222222222222,4,4,0,NaN,NaN,NaN,0,0,0,0.1112862,0
region,2.22222222222222,4,5,0,NaN,NaN,NaN,0,0,0,0.1368217,0
region,2.22222222222222,4,6,0,NaN,NaN,NaN,0,0,0,0.1732731,0
region,2.22222222222222,4,7,0,NaN,NaN,NaN,0,0,0,0.2460612,0
region,2.22222222222222,4,8,0,NaN,NaN,NaN,0,0,0,0.1791299,0
region,2.22222222222222,4,9,0,NaN,NaN,NaN,0,0,0,0.2730458,0
region,2.22222222222222,4,10,0,NaN,NaN,NaN,0,0,0,0.2406391,0
region,2.66666666666667,1,3,0,NaN,NaN,NaN,0,0,0,0.0121841,0
region,2.66666666666667,1,4,0,NaN,NaN,NaN,0,0,0,0.0209611,0
region,2.66666666666667,1,5,0,NaN,NaN,NaN,0,0,0,0.0230659,0
region,2.66666666666667,1,6,0,NaN,NaN,NaN,0,0,0,0.0346859,0
region,2.66666666666667,1,7,0,NaN,NaN,NaN,0,0,0,0.0221054,0
region,2.66666666666667,1,8,0,NaN,NaN,NaN,0,0,0,0.0268953,0
region,2.66666666666667,1,9,0,NaN,NaN,NaN,0,0,0,0.0396671,0
region,2.66666666666667,1,10,0,NaN,NaN,NaN,0,0,0,0.0355769,0
region,2.66666666666667,2,3,0,NaN,NaN,NaN,0,0,0,0.0227585,0
region,2.66666666666667,2,4,0,NaN,NaN,NaN,0,0,0,0.0297621,0
region,2.66666666666667,2,5,0,NaN,NaN,NaN,0,0,0,0.0323188,0
region,2.66666666666667,2,6,0,NaN,NaN,NaN,0,0,0,0.0621388,0
region,2.66666666666667,2,7,0,NaN,NaN,NaN,0,0,0,0.0573704,0
region,2.66666666666667,2,8,0,NaN,NaN,NaN,0,0,0,0.0565629,0
region,2.66666666666667,2,9,0,NaN,NaN,NaN,0,0,0,0.0647844,0
region,2.66666666666667,2,10,0,NaN,NaN,NaN,0,0,0,0.0757041,0
region,2.66666666666667,3,3,0,NaN,NaN,NaN,0,0,0,0.0842359,0
region,2.66666666666667,3,4,0,NaN,NaN,NaN,0,0,0,0.0829279,0
region,2.66666666666667,3,5,0,NaN,NaN,NaN,0,0,0,0.0611928,0
region,2.66666666666667,3,6,0,NaN,NaN,NaN,0,0,0,0.0923548,0
region,2.66666666666667,3,7,0,NaN,NaN,NaN,0,0,0,0.0712021,0
region,2.66666666666667,3,8,0,NaN,NaN,NaN,0,0,0,0.1324387,0
region,2.66666666666667,3,9,0,NaN,NaN,NaN,0,0,0,0.1896223,0
region,2.66666666666667,3,10,0,NaN,NaN,NaN,0,0,0,0.1414327,0
region,2.66666666666667,4,3,0,NaN,NaN,NaN,0,0,0,0.0823316,0
region,2.66666666666667,4,4,0,NaN,NaN,NaN,0,0,0,0.1188395,0
region,2.66666666666667,4,5,0,NaN,NaN,NaN,0,0,0,0.1844518,0
region,2.66666666666667,4,6,0,NaN,NaN,NaN,0,0,0,0.1357578,0
region,2.66666666666667,4,7,0,NaN,NaN,NaN,0,0,0,0.1879679,0
region,2.66666666666667,4,8,0,NaN,NaN,NaN,0,0,0,0.1823036,0
region,2.66666666666667,4,9,0,NaN,NaN,NaN,0,0,0,0.2351767,0
region,2.66666666666667,4,10,0,NaN,NaN,NaN,0,0,0,0.2426272,0
region,3.11111111111111,1,3,0,NaN,NaN,NaN,0,0,0,0.0103412,0
region,3.11111111111111,1,4,0,NaN,NaN,NaN,0,0,0,0.0134755,0
region,3.11111111111111,1,5,0,NaN,NaN,NaN,0,0,0,0.015244,0
region,3.11111111111111,1,6,0,NaN,NaN,NaN,0,0,0,0.1299169,0
region,3.11111111111111,1,7,0,NaN,NaN,NaN,0,0,0,0.0607126,0
region,3.11111111111111,1,8,0,NaN,NaN,NaN,0,0,0,0.0593963,0
region,3.11111111111111,1,9,0,NaN,NaN,NaN,0,0,0,0.0442413,0
region,3.11111111111111,1,10,0,NaN,NaN,NaN,0,0,0,0.0706269,0
region,3.11111111111111,2,3,0,NaN,NaN,NaN,0,0,0,0.057789,0
region,3.11111111111111,2,4,0,NaN,NaN,NaN,0,0,0,0.062582,0
region,3.11111111111111,2,5,0,NaN,NaN,NaN,0,0,0,0.1288572,0
region,3.11111111111111,2,6,0,NaN,NaN,NaN,0,0,0,0.1312184,0
region,3.11111111111111,2,7,0,NaN,NaN,NaN,0,0,0,0.1483455,0
region,3.11111111111111,2,8,0,NaN,NaN,NaN,0,0,0,0.0757329,0
region,3.11111111111111,2,9,0,NaN,NaN,NaN,0,0,0,0.0851923,0
region,3.11111111111111,2,10,0,NaN,NaN,NaN,0,0,0,0.1452372,0
region,3.11111111111111,3,3,0,NaN,NaN,NaN,0,0,0,0.0863558,0
region,3.11111111111111,3,4,0,NaN,NaN,NaN,0,0,0,0.104989,0
region,3.11111111111111,3,5,0,NaN,NaN,NaN,0,0,0,0.0834813,0
region,3.11111111111111,3,6,0,NaN,NaN,NaN,0,0,0,0.0752116,0
region,3.11111111111111,3,7,0,NaN,NaN,NaN,0,0,0,0.067304,0
region,3.11111111111111,3,8,0,NaN,NaN,NaN,0,0,0,0.0648732,0
region,3.11111111111111,3,9,0,NaN,NaN,NaN,0,0,0,0.0853824,0
region,3.11111111111111,3,10,0,NaN,NaN,NaN,0,0,0,0.0922638,0
region,3.11111111111111,4,3,0,NaN,NaN,NaN,0,0,0,0.0485472,0
region,3.11111111111111,4,4,0,NaN,NaN,NaN,0,0,0,0.0745252,0
region,3.11111111111111,4,5,0,NaN,NaN,NaN,0,0,0,0.1381346,0
region,3.11111111111111,4,6,0,NaN,NaN,NaN,0,0,0,0.3640354,0
region,3.11111111111111,4,7,0,NaN,NaN,NaN,0,0,0,0.2683897,0
region,3.11111111111111,4,8,0,NaN,NaN,NaN,0,0,0,0.1697811,0
region,3.11111111111111,4,9,0,NaN,NaN,NaN,0,0,0,0.3043406,0
region,3.11111111111111,4,10,0,NaN,NaN,NaN,0,0,0,0.6790598,0
region,3.55555555555556,1,3,0,NaN,NaN,NaN,0,0,0,0.0258826,0
region,3.55555555555556,1,4,0,NaN,NaN,NaN,0,0,0,0.0212168,0
region,3.55555555555556,1,5,0,NaN,NaN,NaN,0,0,0,0.0309884,0
region,3.55555555555556,1,6,0,NaN,NaN,NaN,0,0,0,0.0987028,0
region,3.55555555555556,1,7,0,NaN,NaN,NaN,0,0,0,0.0421008,0
region,3.55555555555556,1,8,0,NaN,NaN,NaN,0,0,0,0.0577255,0
region,3.55555555555556,1,9,0,NaN,NaN,NaN,0,0,0,0.0598395,0
region,3.55555555555556,1,10,0,NaN,NaN,NaN,0,0,0,0.0440616,0
region,3.55555555555556,2,3,0,NaN,NaN,NaN,0,0,0,0.0332617,0
region,3.55555555555556,2,4,0,NaN,NaN,NaN,0,0,0,0.0356803,0
region,3.55555555555556,2,5,0,NaN,NaN,NaN,0,0,0,0.0495521,0
region,3.55555555555556,2,6,0,NaN,NaN,NaN,0,0,0,0.0515706,0
region,3.55555555555556,2,7,0,NaN,NaN,NaN,0,0,0,0.0495196,0
region,3.55555555555556,2,8,0,NaN,NaN,NaN,0,0,0,0.0649567,0
region,3.55555555555556,2,9,0,NaN,NaN,NaN,0,0,0,0.0549964,0
region,3.55555555555556,2,10,0,NaN,NaN,NaN,0,0,0,0.0688687,0
region,3.55555555555556,3,3,0,NaN,NaN,NaN,0,0,0,0.0593168,0
region,3.55555555555556,3,4,0,NaN,NaN,NaN,0,0,0,0.0497771,0
region,3.55555555555556,3,5,0,NaN,NaN,NaN,0,0,0,0.1133324,0
region,3.55555555555556,3,6,0,NaN,NaN,NaN,0,0,0,0.1684295,0
region,3.55555555555556,3,7,0,NaN,NaN,NaN,0,0,0,0.107593,0
region,3.55555555555556,3,8,0,NaN,NaN,NaN,0,0,0,0.1350985,0
region,3.55555555555556,3,9,0,NaN,NaN,NaN,0,0,0,0.1411211,0
region,3.55555555555556,3,10,0,NaN,NaN,NaN,0,0,0,0.1424467,0
region,3.55555555555556,4,3,0,NaN,NaN,NaN,0,0,0,0.0969464,0
region,3.55555555555556,4,4,0,NaN,NaN,NaN,0,0,0,0.1447727,0
region,3.55555555555556,4,5,0,NaN,NaN,NaN,0,0,0,0.1487762,0
region,3.55555555555556,4,6,0,NaN,NaN,NaN,0,0,0,0.2393134,0
region,3.55555555555556,4,7,0,NaN,NaN,NaN,0,0,0,0.1734269,0
region,3.55555555555556,4,8,0,NaN,NaN,NaN,0,0,0,0.1878968,0
region,3.55555555555556,4,9,0,NaN,NaN,NaN,0,0,0,0.2097445,0
region,3.55555555555556,4,10,0,NaN,NaN,NaN,0,0,0,0.2761504,0
region,4,1,3,0,NaN,NaN,NaN,0,0,0,0.0118856,0
region,4,1,4,0,NaN,NaN,NaN,0,0,0,0.0319904,0
region,4,1,5,0,NaN,NaN,NaN,0,0,0,0.0276516,0
region,4,1,6,0,NaN,NaN,NaN,0,0,0,0.0222683,0
region,4,1,7,0,NaN,NaN,NaN,0,0,0,0.0272495,0
region,4,1,8,0,NaN,NaN,NaN,0,0,0,0.1037304,0
region,4,1,9,0,NaN,NaN,NaN,0,0,0,0.1110832,0
region,4,1,10,0,NaN,NaN,NaN,0,0,0,0.0500106,0
region,4,2,3,0,NaN,NaN,NaN,0,0,0,0.072732,0
region,4,2,4,0,NaN,NaN,NaN,0,0,0,0.0492318,0
region,4,2,5,0,NaN,NaN,NaN,0,0,0,0.1358995,0
region,4,2,6,0,NaN,NaN,NaN,0,0,0,0.0756103,0
region,4,2,7,0,NaN,NaN,NaN,0,0,0,0.0533695,0
region,4,2,8,0,NaN,NaN,NaN,0,0,0,0.0622247,0
region,4,2,9,0,NaN,NaN,NaN,0,0,0,0.0599622,0
region,4,2,10,0,NaN,NaN,NaN,0,0,0,0.0602145,0
region,4,3,3,0,NaN,NaN,NaN,0,0,0,0.0410829,0
region,4,3,4,0,NaN,NaN,NaN,0,0,0,0.0506784,0
region,4,3,5,0,NaN,NaN,NaN,0,0,0,0.0680611,0
