paramCombinations_1,paramCombinations_2,paramCombinations_3,numDetectedFeatures,meanScore,varianceLocation_m,varianceLocation_n,meanScoreTop,varianceLocationTop_m,varianceLocationTop_n,computationTime,is_default
334,4,3,143,1152.55627441406,2326.66284179688,3143.65283203125,3644.37109375,2292.74169921875,2478.36645507813,0.0083829,0
334,4,4,243,1150.26379394531,2144.60302734375,3115.763671875,4953.953125,2652.17260742188,2567.76171875,0.0118667,0
334,4,5,289,1155.89538574219,2138.31640625,3085.98876953125,5433.05810546875,2299.95092773438,2342.60791015625,0.0120635,0
334,4,6,318,1158.27099609375,2124.4765625,3081.98852539063,6001.5615234375,2477.16479492188,2061.71850585938,0.0105575,0
445,1,3,84,1233.81921386719,2487.4501953125,3127.74853515625,2671.83837890625,2889.48803710938,2251.193359375,0.0045482,0
445,1,4,151,1252.96069335938,2339.25415039063,3068.18627929688,3565.60888671875,2885.74829101563,2227.29370117188,0.0063849,0
445,1,5,183,1248.01123046875,2350.619140625,2998.4951171875,3958.861328125,2943.52514648438,2594.56567382813,0.0074665,0
445,1,6,201,1266.32531738281,2357.75073242188,2980.99755859375,4560.73046875,2841.32006835938,2482.78930664063,0.0082296,0
445,2,3,110,1351.79870605469,2307.71240234375,3042.76928710938,3644.37109375,2292.74169921875,2478.36645507813,0.0065186,0
445,2,4,185,1368.84509277344,2183.14086914063,3042.548828125,4953.953125,2652.17260742188,2567.76171875,0.0084111,0
445,2,5,222,1370.04760742188,2196.71899414063,2992.43994140625,5433.05810546875,2299.95092773438,2342.60791015625,0.0090438,0
445,2,6,247,1363.73400878906,2185.39916992188,2979.572265625,6001.5615234375,2477.16479492188,2061.71850585938,0.0095378,0
445,3,3,117,1325.33972167969,2252.52294921875,3046.7548828125,3644.37109375,2292.74169921875,2478.36645507813,0.0060434,0
445,3,4,194,1344.46655273438,2136.80615234375,3033.73974609375,4953.953125,2652.17260742188,2567.76171875,0.0102362,0
445,3,5,232,1346.15197753906,2147.7529296875,2972.75854492188,5433.05810546875,2299.95092773438,2342.60791015625,0.0087802,0
445,3,6,257,1342.40844726563,2141.9619140625,2962.90087890625,6001.5615234375,2477.16479492188,2061.71850585938,0.0101709,0
445,4,3,117,1325.33972167969,2252.52294921875,3046.7548828125,3644.37109375,2292.74169921875,2478.36645507813,0.0061241,0
445,4,4,194,1344.46655273438,2136.80615234375,3033.73974609375,4953.953125,2652.17260742188,2567.76171875,0.0084923,0
445,4,5,232,1346.15197753906,2147.7529296875,2972.75854492188,5433.05810546875,2299.95092773438,2342.60791015625,0.0103126,0
445,4,6,257,1342.40844726563,2141.9619140625,2962.90087890625,6001.5615234375,2477.16479492188,2061.71850585938,0.0166639,0
556,1,3,72,1356.88708496094,2388.25463867188,3076.88061523438,2671.83837890625,2889.48803710938,2251.193359375,0.0042455,0
556,1,4,130,1375.85229492188,2268.5703125,2990.203125,3565.60888671875,2885.74829101563,2227.29370117188,0.0055443,0
556,1,5,155,1383.88171386719,2301.0341796875,2929.53076171875,3958.861328125,2943.52514648438,2594.56567382813,0.0067992,0
556,1,6,167,1423.20776367188,2300.22583007813,2881.03466796875,4560.73046875,2841.32006835938,2482.78930664063,0.0068772,0
556,2,3,95,1486.57653808594,2198.76635742188,3004.21264648438,3644.37109375,2292.74169921875,2478.36645507813,0.0057177,0
556,2,4,159,1511.77941894531,2104.3525390625,2970.56103515625,4953.953125,2652.17260742188,2567.76171875,0.006787,0
556,2,5,189,1522.42846679688,2132.74633789063,2928.54223632813,5433.05810546875,2299.95092773438,2342.60791015625,0.0078084,0
556,2,6,208,1526.24731445313,2109.71704101563,2892.6796875,6001.5615234375,2477.16479492188,2061.71850585938,0.0102543,0
556,3,3,101,1455.93811035156,2163.548828125,3030.8896484375,3644.37109375,2292.74169921875,2478.36645507813,0.0188237,0
556,3,4,166,1487.53137207031,2075.01171875,2980.3662109375,4953.953125,2652.17260742188,2567.76171875,0.027217,0
556,3,5,197,1496.76525878906,2095.87573242188,2922.95092773438,5433.05810546875,2299.95092773438,2342.60791015625,0.0181827,0
556,3,6,216,1502.70007324219,2077.39672851563,2888.91162109375,6001.5615234375,2477.16479492188,2061.71850585938,0.0232699,0
556,4,3,101,1455.93811035156,2163.548828125,3030.8896484375,3644.37109375,2292.74169921875,2478.36645507813,0.00867,0
556,4,4,166,1487.53137207031,2075.01171875,2980.3662109375,4953.953125,2652.17260742188,2567.76171875,0.0080225,0
556,4,5,197,1496.76525878906,2095.87573242188,2922.95092773438,5433.05810546875,2299.95092773438,2342.60791015625,0.0090699,0
556,4,6,216,1502.70007324219,2077.39672851563,2888.91162109375,6001.5615234375,2477.16479492188,2061.71850585938,0.0095721,0
667,1,3,60,1505.17211914063,2307.15991210938,2889.88452148438,2671.83837890625,2889.48803710938,2251.193359375,0.0071187,0
667,1,4,114,1482.15051269531,2193.55810546875,2939.3330078125,3565.60888671875,2885.74829101563,2227.29370117188,0.005807,0
667,1,5,136,1490.89208984375,2198.5615234375,2890.44116210938,3958.861328125,2943.52514648438,2594.56567382813,0.0068788,0
667,1,6,145,1545.47595214844,2191.53271484375,2866.56884765625,4560.73046875,2841.32006835938,2482.78930664063,0.0082725,0
667,2,3,78,1676.97326660156,2069.55346679688,2923.29272460938,3644.37109375,2292.74169921875,2478.36645507813,0.0062492,0
667,2,4,136,1662.94128417969,2036.25927734375,2966.39404296875,4953.953125,2652.17260742188,2567.76171875,0.0061946,0
667,2,5,163,1666.75695800781,2042.78295898438,2924.1669921875,5433.05810546875,2299.95092773438,2342.60791015625,0.0072039,0
667,2,6,178,1679.49853515625,2018.23059082031,2919.46655273438,6001.5615234375,2477.16479492188,2061.71850585938,0.0078233,0
667,3,3,84,1626.5341796875,2035.20520019531,2955.4580078125,3644.37109375,2292.74169921875,2478.36645507813,0.0056779,0
667,3,4,143,1627.39379882813,2004.68090820313,2975.44848632813,4953.953125,2652.17260742188,2567.76171875,0.0065765,0
667,3,5,170,1636.69812011719,2015.818359375,2932.32397460938,5433.05810546875,2299.95092773438,2342.60791015625,0.0128369,0
667,3,6,185,1651.39465332031,1994.92932128906,2927.2587890625,6001.5615234375,2477.16479492188,2061.71850585938,0.0093716,0
667,4,3,84,1626.5341796875,2035.20520019531,2955.4580078125,3644.37109375,2292.74169921875,2478.36645507813,0.0059581,0
667,4,4,143,1627.39379882813,2004.68090820313,2975.44848632813,4953.953125,2652.17260742188,2567.76171875,0.0088916,0
667,4,5,170,1636.69812011719,2015.818359375,2932.32397460938,5433.05810546875,2299.95092773438,2342.60791015625,0.0085954,0
667,4,6,185,1651.39465332031,1994.92932128906,2927.2587890625,6001.5615234375,2477.16479492188,2061.71850585938,0.008836,0
778,1,3,47,1720.99462890625,2493.73754882813,2621.84521484375,2671.83837890625,2889.48803710938,2251.193359375,0.0043046,0
778,1,4,91,1673.69555664063,2256.76904296875,2597.35229492188,3565.60888671875,2885.74829101563,2227.29370117188,0.0056124,0
778,1,5,110,1672.51354980469,2306.15771484375,2579.1630859375,3958.861328125,2943.52514648438,2594.56567382813,0.0063151,0
778,1,6,117,1743.06640625,2301.05395507813,2576.57348632813,4560.73046875,2841.32006835938,2482.78930664063,0.0064654,0
778,2,3,64,1886.1298828125,2180.13842773438,2781.72265625,3644.37109375,2292.74169921875,2478.36645507813,0.0058494,0
778,2,4,112,1864.58142089844,2066.712890625,2709.3544921875,4953.953125,2652.17260742188,2567.76171875,0.0067102,0
778,2,5,135,1863.05419921875,2126.19848632813,2690.96508789063,5433.05810546875,2299.95092773438,2342.60791015625,0.0069549,0
778,2,6,146,1889.64721679688,2113.94262695313,2727.74389648438,6001.5615234375,2477.16479492188,2061.71850585938,0.007781,0
778,3,3,69,1823.51062011719,2154.13818359375,2851.00366210938,3644.37109375,2292.74169921875,2478.36645507813,0.0062593,0
778,3,4,117,1828.57299804688,2056.31860351563,2753.130859375,4953.953125,2652.17260742188,2567.76171875,0.0067089,0
778,3,5,140,1833.01599121094,2115.48901367188,2728.05786132813,5433.05810546875,2299.95092773438,2342.60791015625,0.0076542,0
778,3,6,151,1860.91674804688,2104.30712890625,2761.0166015625,6001.5615234375,2477.16479492188,2061.71850585938,0.0099976,0
778,4,3,69,1823.51062011719,2154.13818359375,2851.00366210938,3644.37109375,2292.74169921875,2478.36645507813,0.0062142,0
778,4,4,117,1828.57299804688,2056.31860351563,2753.130859375,4953.953125,2652.17260742188,2567.76171875,0.007425,0
778,4,5,140,1833.01599121094,2115.48901367188,2728.05786132813,5433.05810546875,2299.95092773438,2342.60791015625,0.0086007,0
778,4,6,151,1860.91674804688,2104.30712890625,2761.0166015625,6001.5615234375,2477.16479492188,2061.71850585938,0.0084129,0
889,1,3,40,1883.05078125,2444.67358398438,2679.88403320313,2671.83837890625,2889.48803710938,2251.193359375,0.0040589,0
889,1,4,70,1928.72143554688,2420.60693359375,2517.80322265625,3565.60888671875,2885.74829101563,2227.29370117188,0.0047788,0
889,1,5,87,1896.58679199219,2512.3359375,2367.80517578125,3958.861328125,2943.52514648438,2594.56567382813,0.0061299,0
889,1,6,91,2004.6259765625,2505.36352539063,2374.59301757813,4560.73046875,2841.32006835938,2482.78930664063,0.0060617,0
889,2,3,53,2108.5654296875,2196.76977539063,2945.45263671875,3644.37109375,2292.74169921875,2478.36645507813,0.0057781,0
889,2,4,87,2162.5712890625,2197.21264648438,2710.34985351563,4953.953125,2652.17260742188,2567.76171875,0.0059444,0
889,2,5,108,2121.71533203125,2292.52172851563,2562.20629882813,5433.05810546875,2299.95092773438,2342.60791015625,0.0062469,0
889,2,6,116,2163.59545898438,2267.2802734375,2641.275390625,6001.5615234375,2477.16479492188,2061.71850585938,0.007309,0
889,3,3,58,2014.89453125,2165.666015625,3013.93994140625,3644.37109375,2292.74169921875,2478.36645507813,0.0062782,0
889,3,4,92,2100.58276367188,2177.02221679688,2767.1640625,4953.953125,2652.17260742188,2567.76171875,0.0072193,0
889,3,5,113,2073.0546875,2271.64916992188,2615.28857421875,5433.05810546875,2299.95092773438,2342.60791015625,0.0085088,0
889,3,6,121,2116.42138671875,2249.00415039063,2686.96997070313,6001.5615234375,2477.16479492188,2061.71850585938,0.007883,0
889,4,3,58,2014.89453125,2165.666015625,3013.93994140625,3644.37109375,2292.74169921875,2478.36645507813,0.0062506,0
889,4,4,92,2100.58276367188,2177.02221679688,2767.1640625,4953.953125,2652.17260742188,2567.76171875,0.0070132,0
889,4,5,113,2073.0546875,2271.64916992188,2615.28857421875,5433.05810546875,2299.95092773438,2342.60791015625,0.0085699,0
889,4,6,121,2116.42138671875,2249.00415039063,2686.96997070313,6001.5615234375,2477.16479492188,2061.71850585938,0.0082436,0
1000,1,3,32,2117.60546875,2518.01318359375,2758.712890625,2671.83837890625,2889.48803710938,2251.193359375,0.0079424,0
1000,1,4,58,2133.33642578125,2488.8740234375,2561.701171875,3565.60888671875,2885.74829101563,2227.29370117188,0.0070616,0
1000,1,5,68,2164.8212890625,2556.22241210938,2427.58203125,3958.861328125,2943.52514648438,2594.56567382813,0.0064917,0
1000,1,6,72,2286.46875,2557.00048828125,2434.11840820313,4560.73046875,2841.32006835938,2482.78930664063,0.0065327,0
1000,2,3,43,2380.87963867188,2302.88110351563,2669.09033203125,3644.37109375,2292.74169921875,2478.36645507813,0.005731,0
1000,2,4,73,2397.93481445313,2273.4599609375,2541.3359375,4953.953125,2652.17260742188,2567.76171875,0.0063547,0
1000,2,5,87,2408.419921875,2341.80737304688,2453.81420898438,5433.05810546875,2299.95092773438,2342.60791015625,0.0071871,0
1000,2,6,94,2451.05419921875,2328.89721679688,2530.24658203125,6001.5615234375,2477.16479492188,2061.71850585938,0.0074753,0
1000,3,3,46,2296.50634765625,2325.82397460938,2743.56274414063,3644.37109375,2292.74169921875,2478.36645507813,0.0058269,0
1000,3,4,76,2346.193359375,2285.72680664063,2590.90771484375,4953.953125,2652.17260742188,2567.76171875,0.0065533,0
1000,3,5,90,2364.3779296875,2345.77734375,2498.55517578125,5433.05810546875,2299.95092773438,2342.60791015625,0.0073346,0
1000,3,6,97,2408.87182617188,2334.96142578125,2569.435546875,6001.5615234375,2477.16479492188,2061.71850585938,0.0077971,0
1000,4,3,46,2296.50634765625,2325.82397460938,2743.56274414063,3644.37109375,2292.74169921875,2478.36645507813,0.0057207,0
1000,4,4,76,2346.193359375,2285.72680664063,2590.90771484375,4953.953125,2652.17260742188,2567.76171875,0.0072896,0
1000,4,5,90,2364.3779296875,2345.77734375,2498.55517578125,5433.05810546875,2299.95092773438,2342.60791015625,0.0081179,0
1000,4,6,97,2408.87182617188,2334.96142578125,2569.435546875,6001.5615234375,2477.16479492188,2061.71850585938,0.0079385,0
1000,3,4,76,2346.193359375,2285.72680664063,2590.90771484375,4953.953125,2652.17260742188,2567.76171875,0.0246512,1
