paramCombinations_1,paramCombinations_2,paramCombinations_3,paramCombinations_4,numDetectedFeatures,meanScore,varianceLocation_m,varianceLocation_n,meanScoreTop,varianceLocationTop_m,varianceLocationTop_n,computationTime,is_default
0,1,5,2,0,NaN,NaN,NaN,0,0,0,0.010224365,0
0,3,1,1,237,0.0395219549536705,3078.23486328125,6019.18701171875,0.0264840871095657,23.3953495025635,7410.4365234375,0.018032829,0
0,3,1,1.11111111111111,179,0.0397096648812294,3004.69311523438,5776.96337890625,0.0246239490807056,51.1625289916992,7411.63232421875,0.007227405,0
0,3,1,1.22222222222222,160,0.0420974716544151,2949.46533203125,5280.2490234375,0.03393679484725,50.7146453857422,6043.81298828125,0.007649231,0
0,3,1,1.33333333333333,134,0.0430536940693855,3044.37670898438,5411.69384765625,0.0289920307695866,104.161766052246,5424.7705078125,0.00820025,0
0,3,1,1.44444444444444,122,0.0451967939734459,3309.72265625,4940.53369140625,0.0354586020112038,90.9039077758789,3924.451171875,0.008787514,0
0,3,1,1.55555555555556,115,0.0435770936310291,3453.7041015625,4429.0185546875,0.0386395305395126,72.2605209350586,3276.70703125,0.01050511,0
0,3,1,1.66666666666667,91,0.0418872684240341,2806.20385742188,5102.6005859375,0.0373893566429615,262.915649414062,5404.44677734375,0.009485729,0
0,3,1,1.77777777777778,82,0.0441045947372913,2992.52612304688,4751.98291015625,0.0450396798551083,296.454986572266,3461.265625,0.009841137,0
0,3,1,1.88888888888889,72,0.0481100864708424,2590.12622070312,4093.99658203125,0.0437824949622154,358.463684082031,3788.705078125,0.010294935,0
0,3,1,2,85,0.0472543053328991,2696.2734375,4234.13330078125,0.048723578453064,263.247467041016,4000.59497070312,0.010863658,0
0,3,2,1,893,0.0242893155664206,3236.03271484375,4943.00341796875,0.0142766069620848,0.875646770000458,3927.724609375,0.006698769,0
0,3,2,1.11111111111111,553,0.0220545437186956,3233.13305664062,5450.47607421875,0.0143288299441338,9.42677593231201,3473.18994140625,0.006787007,0
0,3,2,1.22222222222222,428,0.0208631623536348,3008.896484375,5665.162109375,0.0175279080867767,23.4619655609131,4302.005859375,0.007078327,0
0,3,2,1.33333333333333,348,0.0208599157631397,3120.13720703125,5469.1953125,0.0142528964206576,26.8309116363525,5232.66845703125,0.007342971,0
0,3,2,1.44444444444444,283,0.0218080226331949,3365.81518554688,5400.94482421875,0.0113388011232018,24.5952320098877,5711.36376953125,0.007487072,0
0,3,2,1.55555555555556,243,0.0206033904105425,3288.87622070312,5615.36669921875,0.0120660606771708,31.0750827789307,5765.50390625,0.007592995,0
0,3,2,1.66666666666667,199,0.021189047023654,3033.98608398438,5172.73193359375,0.0121640376746655,45.141544342041,6469.64697265625,0.00813597,0
0,3,2,1.77777777777778,183,0.0200423337519169,2823.158203125,5558.2705078125,0.0145463813096285,51.0729675292969,6212.58251953125,0.007772635,0
0,3,2,1.88888888888889,175,0.0218876674771309,3034.60961914062,4977.56005859375,0.0191016346216202,70.0730361938477,4946.98828125,0.00831682,0
0,3,2,2,164,0.0219947621226311,3183.6298828125,4861.41064453125,0.0166478268802166,82.7539215087891,4870.7568359375,0.008314283,0
0,3,3,1,1399,0.0167189352214336,3099.99145507812,4749.279296875,0.0101151997223496,0.713953793048859,5010.73828125,0.00761511,0
0,3,3,1.11111111111111,969,0.0164331886917353,3163.85546875,4960.498046875,0.0103702675551176,1.06928813457489,4003.82080078125,0.007588327,0
0,3,3,1.22222222222222,682,0.0151409693062305,3189.73168945312,5214.3818359375,0.00914802215993404,5.2470555305481,4476.904296875,0.007361278,0
0,3,3,1.33333333333333,527,0.0144878765568137,3184.45678710938,5435.2060546875,0.00750411814078689,11.8365154266357,6053.84130859375,0.008172192,0
0,3,3,1.44444444444444,417,0.0138539215549827,3139.06884765625,5685.62841796875,0.0074145058169961,22.6080646514893,5555.5927734375,0.008563711,0
0,3,3,1.55555555555556,352,0.0132794734090567,3173.59619140625,5646.37451171875,0.00754815340042114,22.860071182251,5926.01953125,0.008555859,0
0,3,3,1.66666666666667,293,0.0139267081394792,3298.66821289062,5688.30224609375,0.00699043879285455,19.5510883331299,6367.79638671875,0.008279399,0
0,3,3,1.77777777777778,245,0.0149973211809993,3180.74951171875,5160.9326171875,0.00739022437483072,41.1702308654785,7238.75732421875,0.008648078,0
0,3,3,1.88888888888889,219,0.0141936792060733,2957.35864257812,5089.67626953125,0.00788540951907635,39.3463401794434,7312.26318359375,0.008857379,0
0,3,3,2,206,0.013965412043035,3122.72021484375,5345.244140625,0.00762668251991272,36.8260841369629,6561.7509765625,0.009033938,0
0,3,4,1,1931,0.0125040728598833,2956.86987304688,4619.416015625,0.00736667681485415,0.327929019927979,3696.29028320312,0.008756576,0
0,3,4,1.11111111111111,1253,0.0125191761180758,3117.46435546875,4861.408203125,0.00764936953783035,0.769074618816376,4489.15185546875,0.008457339,0
0,3,4,1.22222222222222,913,0.0117087410762906,3164.4306640625,5053.62109375,0.00741016026586294,1.18513262271881,4187.67529296875,0.010141251,0
0,3,4,1.33333333333333,679,0.0112625956535339,3132.4453125,5231.94384765625,0.0063771246932447,7.190842628479,5303.71875,0.008800101,0
0,3,4,1.44444444444444,532,0.010487568564713,3226.97631835938,5290.6005859375,0.00555089395493269,13.0603637695312,5217.70556640625,0.009371533,0
0,3,4,1.55555555555556,443,0.0106134666129947,3101.77978515625,5553.83935546875,0.00541868666186929,19.3701267242432,6292.09765625,0.009099968,0
0,3,4,1.66666666666667,366,0.0100965788587928,3135.91162109375,5417.87890625,0.00622691446915269,25.1799945831299,5995.7470703125,0.009719744,0
0,3,4,1.77777777777778,303,0.0107249757274985,3305.03271484375,5690.0078125,0.00513951200991869,19.6064128875732,6518.6875,0.009202076,0
0,3,4,1.88888888888889,277,0.0106503954157233,3134.24243164062,5307.00732421875,0.00636209081858397,34.0307998657227,6211.44921875,0.009843931,0
0,3,4,2,239,0.0104317981749773,3188.20068359375,5122.06396484375,0.006148393265903,38.1239166259766,6583.40771484375,0.010126884,0
0,3,5,1,3218,0.0103234015405178,2947.72827148438,4506.0517578125,0.00557935051620007,0.0908026620745659,3746.568359375,0.010297072,0
0,3,5,1.11111111111111,1681,0.00998719502240419,3070.22265625,4758.421875,0.0053557762876153,0.452993780374527,4945.64501953125,0.009675372,0
0,3,5,1.22222222222222,1106,0.00968398433178663,3151.96411132812,4965.95361328125,0.00574252801015973,0.813906848430634,3513.49169921875,0.009529636,0
0,3,5,1.33333333333333,803,0.00936213135719299,3164.98193359375,5080.52197265625,0.0058011831715703,3.93434453010559,3837.51611328125,0.010099099,0
0,3,5,1.44444444444444,626,0.00878645200282335,3167.83764648438,5281.37548828125,0.00487189367413521,6.52763938903809,5408.8486328125,0.010226969,0
0,3,5,1.55555555555556,523,0.00854085013270378,3115.0107421875,5428.8798828125,0.00425198068842292,21.1151924133301,5732.97509765625,0.009564768,0
0,3,5,1.66666666666667,430,0.00829369388520718,3224.59765625,5580.541015625,0.00398852583020926,18.9251937866211,6866.49560546875,0.010119121,0
0,3,5,1.77777777777778,363,0.00851478427648544,3179.38256835938,5506.2734375,0.00462402077391744,25.280309677124,5536.9306640625,0.010172872,0
0,3,5,1.88888888888889,307,0.00867330841720104,3165.06494140625,5382.927734375,0.00405406765639782,32.0047149658203,6598.96484375,0.01110132,0
0,3,5,2,265,0.00862587057054043,3196.37280273438,5316.84814453125,0.00498721329495311,35.6876907348633,6063.03759765625,0.01080986,0
0,5,1,1,339,0.0412300936877728,3137.44848632812,5934.5703125,0.0261713452637196,28.2484607696533,6075.6669921875,0.006782303,0
0,5,1,1.11111111111111,256,0.0404994077980518,3282.76025390625,5780.267578125,0.0211382657289505,30.3157711029053,6905.9853515625,0.006860329,0
0,5,1,1.22222222222222,226,0.0434472970664501,3201.87548828125,5228.44287109375,0.0313584506511688,26.6995487213135,5638.884765625,0.007233816,0
0,5,1,1.33333333333333,203,0.0432229712605476,3160.53930664062,5220.3544921875,0.034285519272089,54.7675895690918,3884.99584960938,0.007856274,0
0,5,1,1.44444444444444,178,0.0457204394042492,3210.52905273438,4882.3291015625,0.0384464152157307,64.5050048828125,3677.51928710938,0.008424221,0
0,5,1,1.55555555555556,164,0.04421142116189,3239.33447265625,4832.541015625,0.0332209281623363,56.877082824707,4754.576171875,0.008836353,0
0,5,1,1.66666666666667,149,0.0431665033102036,2927.94921875,4902.8701171875,0.0374635756015778,74.3460922241211,4414.29833984375,0.010301763,0
0,5,1,1.77777777777778,118,0.0441577397286892,2975.01928710938,4777.5205078125,0.0403871573507786,92.4966506958008,4748.57177734375,0.010595684,0
0,5,1,1.88888888888889,103,0.0472041107714176,2695.82543945312,4577.3525390625,0.042883139103651,191.880126953125,4087.01391601562,0.010390218,0
0,5,1,2,112,0.0476389229297638,2668.3916015625,4276.240234375,0.0477668084204197,148.716674804688,3323.34936523438,0.010596688,0
0,5,2,1,1183,0.0249930806457996,3220.39770507812,5053.56103515625,0.0131431575864553,0.65130352973938,4530.671875,0.007037417,0
0,5,2,1.11111111111111,754,0.0233643334358931,3211.8623046875,5515.97119140625,0.013815751299262,3.90817260742188,3537.1640625,0.008316375,0
0,5,2,1.22222222222222,595,0.0220048613846302,3114.04467773438,5607.06298828125,0.0102313840761781,14.381251335144,5836.87841796875,0.007064103,0
0,5,2,1.33333333333333,473,0.0217305906116962,3193.24096679688,5649.75341796875,0.0116717666387558,24.6829166412354,5869.1923828125,0.007623148,0
0,5,2,1.44444444444444,401,0.0220369789749384,3241.57885742188,5726.54052734375,0.0110211167484522,20.4157829284668,5760.6201171875,0.007514834,0
0,5,2,1.55555555555556,343,0.0215288307517767,3204.15356445312,5715.77783203125,0.0129465432837605,27.5303573608398,5765.36767578125,0.007755471,0
0,5,2,1.66666666666667,283,0.0218351967632771,3096.96484375,5304.6669921875,0.015741154551506,31.0387935638428,6493.630859375,0.008077751,0
0,5,2,1.77777777777778,259,0.0206857174634933,2897.94018554688,5683.31201171875,0.0127533208578825,28.1082382202148,8233.169921875,0.008220316,0
0,5,2,1.88888888888889,245,0.022672988474369,3145.32836914062,5152.095703125,0.0180612169206142,22.3196544647217,4947.3662109375,0.008483799,0
0,5,2,2,215,0.022590383887291,3079.17504882812,5057.16455078125,0.0175338163971901,62.3722496032715,5128.421875,0.008500729,0
0,5,3,1,1860,0.0170031525194645,3057.75244140625,4785.6591796875,0.00880990736186504,0.393623381853104,5340.29443359375,0.007712224,0
0,5,3,1.11111111111111,1290,0.01694599352777,3143.1220703125,5025.48779296875,0.00895358715206385,0.682191967964172,4494.2666015625,0.007381989,0
0,5,3,1.22222222222222,923,0.0159125588834286,3216.2255859375,5213.822265625,0.00980827305465937,1.83587944507599,2861.26611328125,0.007915644,0
0,5,3,1.33333333333333,718,0.0152933457866311,3174.41357421875,5521.87548828125,0.00776118272915483,7.941162109375,5183.46875,0.007930577,0
0,5,3,1.44444444444444,568,0.0148494010791183,3127.21923828125,5788.7705078125,0.00694848364219069,15.2696628570557,5548.03759765625,0.008357982,0
0,5,3,1.55555555555556,490,0.0141961015760899,3239.24169921875,5575.79541015625,0.00718550011515617,17.3657302856445,5556.556640625,0.00865156,0
0,5,3,1.66666666666667,414,0.0144494567066431,3245.88671875,5795.46630859375,0.00684412475675344,17.1811656951904,7463.3017578125,0.008536677,0
0,5,3,1.77777777777778,357,0.0154391014948487,3121.8564453125,5451.416015625,0.00744746113196015,25.3604679107666,7226.72119140625,0.008703809,0
0,5,3,1.88888888888889,304,0.0145238637924194,2983.97290039062,5330.458984375,0.00900850258767605,29.4661407470703,6621.3310546875,0.008565469,0
0,5,3,2,293,0.014606055803597,3195.041015625,5357.921875,0.00817788764834404,19.0735549926758,6318.15380859375,0.008969697,0
0,5,4,1,2576,0.0128471925854683,2976.87036132812,4657.11572265625,0.0072528263553977,0.170235335826874,4115.83935546875,0.008435145,0
0,5,4,1.11111111111111,1677,0.0127832004800439,3078.078125,4916.7275390625,0.00651977211236954,0.567916750907898,4905.54345703125,0.008739836,0
0,5,4,1.22222222222222,1233,0.0122738359495997,3141.7958984375,5101.99951171875,0.00647110631689429,0.617327213287354,4575.2529296875,0.008676467,0
0,5,4,1.33333333333333,912,0.0117029286921024,3129.04370117188,5370.93701171875,0.00660604517906904,3.49422979354858,4531.36376953125,0.009907915,0
0,5,4,1.44444444444444,734,0.0112471207976341,3205.97778320312,5409.4951171875,0.00571886962279677,7.49241161346436,4669.94384765625,0.008596511,0
0,5,4,1.55555555555556,601,0.0112231634557247,3099.72119140625,5602.22021484375,0.00511052552610636,14.8199367523193,6205.27099609375,0.008748197,0
0,5,4,1.66666666666667,518,0.010688491165638,3166.21630859375,5482.69921875,0.00512455264106393,14.8981142044067,6309.814453125,0.009323183,0
0,5,4,1.77777777777778,425,0.011102001182735,3218.02661132812,5706.12255859375,0.00504416693001986,13.6198806762695,6983.43896484375,0.010022539,0
0,5,4,1.88888888888889,396,0.011051744222641,3091.6474609375,5428.32666015625,0.00545593351125717,26.7634925842285,6629.9716796875,0.009370243,0
0,5,4,2,329,0.0111391916871071,3143.71484375,5272.0166015625,0.00667199771851301,30.8014373779297,5490.25732421875,0.009677879,0
0,5,5,1,4228,0.0104133747518063,2973.80151367188,4604.78271484375,0.00555177498608828,0.0747592151165009,4321.197265625,0.010236625,0
0,5,5,1.11111111111111,2236,0.0102047733962536,3032.89135742188,4818.71142578125,0.0052923453040421,0.22599983215332,4508.79541015625,0.009652575,0
0,5,5,1.22222222222222,1497,0.00997244846075773,3168.57495117188,4946.54736328125,0.00538032315671444,0.349381506443024,4002.28979492188,0.009870818,0
0,5,5,1.33333333333333,1089,0.009748131968081,3141.53540039062,5196.81884765625,0.00586528377607465,2.1958544254303,3511.51611328125,0.010136003,0
0,5,5,1.44444444444444,826,0.00913298036903143,3172.55395507812,5470.04443359375,0.00513485865667462,2.92401576042175,4464.6640625,0.010286025,0
0,5,5,1.55555555555556,713,0.00900539848953485,3128.92895507812,5487.62939453125,0.00424408819526434,11.694694519043,5414.97998046875,0.010093335,0
0,5,5,1.66666666666667,590,0.00877346470952034,3210.37084960938,5577.76220703125,0.00397388357669115,10.3253469467163,6195.251953125,0.009946192,0
0,5,5,1.77777777777778,513,0.00877728872001171,3176.8818359375,5630.7158203125,0.00430021062493324,17.1583290100098,6172.439453125,0.009997439,0
0,5,5,1.88888888888889,433,0.00895933713763952,3097.8642578125,5479.85986328125,0.00410168012604117,21.2260913848877,6960.36279296875,0.010676031,0
0,5,5,2,374,0.00898376759141684,3083.9189453125,5474.9033203125,0.00448141898959875,27.0520114898682,6273.939453125,0.010388375,0
0,7,1,1,374,0.0426807887852192,3228.41186523438,5829.2880859375,0.0250461008399725,28.7574138641357,6056.06103515625,0.007036287,0
0,7,1,1.11111111111111,280,0.0406117141246796,3308.75805664062,5799.8935546875,0.0211882889270782,30.4979667663574,7141.365234375,0.007313522,0
0,7,1,1.22222222222222,249,0.0435917899012566,3229.22607421875,5130.9013671875,0.0289792772382498,28.9879207611084,5494.75146484375,0.007337585,0
0,7,1,1.33333333333333,224,0.0436271205544472,3165.48168945312,5166.9541015625,0.0334639027714729,45.1599273681641,3713.28125,0.007738234,0
0,7,1,1.44444444444444,196,0.0451344288885593,3233.73706054688,4847.1044921875,0.0341712012887001,44.0147171020508,3817.22485351562,0.008171465,0
0,7,1,1.55555555555556,181,0.0442360192537308,3137.50268554688,4940.5634765625,0.0319088697433472,50.8973274230957,4712.046875,0.008759523,0
0,7,1,1.66666666666667,162,0.043737169355154,2950.05786132812,4937.869140625,0.0427741892635822,57.7344017028809,4685.19775390625,0.009428286,0
0,7,1,1.77777777777778,131,0.0431181900203228,3069.19482421875,4839.70556640625,0.0358041599392891,55.6359100341797,4884.96826171875,0.011972172,0
0,7,1,1.88888888888889,115,0.0458476804196835,2849.49633789062,4808.66259765625,0.0378484278917313,118.905876159668,5092.31982421875,0.010795408,0
0,7,1,2,121,0.0464962385594845,2756.23706054688,4600.68798828125,0.0456138476729393,100.596687316895,3851.16284179688,0.010700557,0
0,7,2,1,1293,0.0254124812781811,3227.77319335938,5075.41650390625,0.0132155986502767,0.417681783437729,4081.35620117188,0.00659248,0
0,7,2,1.11111111111111,833,0.0237475764006376,3314.96240234375,5527.2861328125,0.0140417786315084,2.97779369354248,3616.3154296875,0.006999003,0
0,7,2,1.22222222222222,650,0.022512149065733,3158.4619140625,5658.69384765625,0.0112546309828758,8.80154418945312,5305.7333984375,0.007324703,0
0,7,2,1.33333333333333,519,0.0225302819162607,3153.17797851562,5615.80224609375,0.0114155597984791,22.2619781494141,5681.3310546875,0.007409755,0
0,7,2,1.44444444444444,447,0.022848829627037,3202.85278320312,5549.7626953125,0.0108310142531991,18.3509120941162,5476.38134765625,0.007330983,0
0,7,2,1.55555555555556,372,0.0223719645291567,3231.45678710938,5617.19189453125,0.0128505378961563,24.983757019043,5958.080078125,0.00775602,0
0,7,2,1.66666666666667,305,0.0222145244479179,3068.28979492188,5276.640625,0.0151690635830164,27.1664791107178,6694.55078125,0.007908682,0
0,7,2,1.77777777777778,287,0.0207843296229839,2922.75927734375,5608.21044921875,0.013907179236412,23.5270252227783,7924.00927734375,0.008328855,0
0,7,2,1.88888888888889,266,0.0225869379937649,3095.48876953125,5162.85205078125,0.0176655650138855,19.5667362213135,5390.81640625,0.008928129,0
0,7,2,2,244,0.0226440671831369,3095.12548828125,4967.09521484375,0.0191214382648468,49.3800239562988,5074.875,0.008596134,0
0,7,3,1,2008,0.0169313680380583,3092.10571289062,4887.47412109375,0.00868942402303219,0.251353830099106,5314.4482421875,0.008258058,0
0,7,3,1.11111111111111,1395,0.0172611940652132,3134.80346679688,5042.42138671875,0.0087998453527689,0.497735261917114,3986.75170898438,0.007755754,0
0,7,3,1.22222222222222,1002,0.0161472000181675,3247.98559570312,5294.80078125,0.00921672396361828,1.13941991329193,3900.80297851562,0.007960335,0
0,7,3,1.33333333333333,784,0.0156265776604414,3225.56420898438,5470.51513671875,0.00915233604609966,4.845374584198,4119.85888671875,0.007801016,0
0,7,3,1.44444444444444,618,0.0152366450056434,3132.78979492188,5748.31298828125,0.00700662145391107,12.3935260772705,5412.18701171875,0.008062949,0
0,7,3,1.55555555555556,526,0.014697871170938,3197.67602539062,5602.77783203125,0.00674131605774164,15.478364944458,6552.21630859375,0.008317555,0
0,7,3,1.66666666666667,451,0.0148754986003041,3207.97778320312,5616.63427734375,0.00699237640947104,16.3383312225342,6930.50390625,0.008238133,0
0,7,3,1.77777777777778,389,0.0157389603555202,3096.12426757812,5389.02783203125,0.0076377191580832,24.9023494720459,6835.90478515625,0.008878033,0
0,7,3,1.88888888888889,333,0.0150394840165973,3007.5380859375,5278.71044921875,0.00889714248478413,28.7269477844238,6778.90771484375,0.009027946,0
0,7,3,2,316,0.0147549649700522,3160.81201171875,5405.44189453125,0.00677113514393568,20.0817527770996,7096.80078125,0.009089727,0
0,7,4,1,2762,0.0128399534150958,3005.63916015625,4735.75439453125,0.00762112531810999,0.119883120059967,3259.07885742188,0.008636605,0
0,7,4,1.11111111111111,1815,0.0127915572375059,3111.48999023438,4959.98876953125,0.00655711675062776,0.413020849227905,4463.58740234375,0.008633985,0
0,7,4,1.22222222222222,1336,0.0124561656266451,3152.60888671875,5150.99267578125,0.00648539373651147,0.399877607822418,4449.09375,0.008835653,0
0,7,4,1.33333333333333,996,0.0119450930505991,3156.73193359375,5337.31103515625,0.00705233728513122,1.74906122684479,3146.57666015625,0.009136933,0
0,7,4,1.44444444444444,789,0.0114372512325644,3219.93139648438,5436.7958984375,0.00599063467234373,4.54999971389771,4382.05908203125,0.010239046,0
0,7,4,1.55555555555556,664,0.0114950789138675,3114.40991210938,5556.1298828125,0.00514028873294592,9.47315883636475,6357.22705078125,0.008851065,0
0,7,4,1.66666666666667,558,0.0108500700443983,3163.38745117188,5466.93994140625,0.00512946723029017,10.5762186050415,6259.3466796875,0.009032935,0
0,7,4,1.77777777777778,455,0.0113362828269601,3191.41870117188,5677.9619140625,0.00520576629787683,12.8412103652954,6749.92822265625,0.009635434,0
0,7,4,1.88888888888889,434,0.011372460052371,3077.94360351562,5336.88232421875,0.00528094079345465,26.5580654144287,6460.89697265625,0.010410927,0
0,7,4,2,362,0.0112396897748113,3101.48681640625,5267.59912109375,0.00630247872322798,27.5441741943359,5856.08154296875,0.0098175,0
0,7,5,1,4582,0.0104341581463814,2994.42016601562,4669.7744140625,0.0056160306558013,0.063237689435482,3585.36547851562,0.01030747,0
0,7,5,1.11111111111111,2422,0.0102088795974851,3053.02612304688,4861.916015625,0.00563204614445567,0.139509901404381,4269.47607421875,0.009593836,0
0,7,5,1.22222222222222,1621,0.0100754033774137,3185.89404296875,4973.1689453125,0.0053349263034761,0.269055843353271,4070.56127929688,0.009495138,0
0,7,5,1.33333333333333,1185,0.00988010969012976,3182.81494140625,5197.169921875,0.00562614854425192,1.21001756191254,3200.80004882812,0.010006803,0
0,7,5,1.44444444444444,910,0.00931472796946764,3185.14868164062,5454.322265625,0.00552289187908173,1.5778785943985,3091.19506835938,0.010202849,0
0,7,5,1.55555555555556,774,0.00921601336449385,3125.13354492188,5478.216796875,0.00462363986298442,6.86481761932373,4617.52880859375,0.009979177,0
0,7,5,1.66666666666667,640,0.00899859331548214,3222.73461914062,5540.2197265625,0.00413245800882578,7.70762777328491,4934.29638671875,0.01028307,0
0,7,5,1.77777777777778,553,0.0089513473212719,3184.16625976562,5606.07763671875,0.00402608560398221,12.5065412521362,6501.017578125,0.010818398,0
0,7,5,1.88888888888889,463,0.00916240829974413,3065.42333984375,5525.4384765625,0.00410168012604117,21.2260913848877,6960.36279296875,0.010718743,0
0,7,5,2,403,0.00917805172502995,3049.3359375,5421.44775390625,0.00437455531209707,27.9589939117432,6394.58740234375,0.01079586,0
0,9,1,1,384,0.0434813909232616,3218.06591796875,5855.451171875,0.0250461008399725,28.7574138641357,6056.06103515625,0.006925414,0
0,9,1,1.11111111111111,291,0.0409772582352161,3311.62231445312,5776.3779296875,0.0165183581411839,28.6856117248535,7114.00390625,0.006869628,0
0,9,1,1.22222222222222,260,0.0438580624759197,3181.39990234375,5080.45263671875,0.0289792772382498,28.9879207611084,5494.75146484375,0.007447261,0
0,9,1,1.33333333333333,234,0.0438370034098625,3196.625,5194.99365234375,0.0336858555674553,40.992733001709,4397.33642578125,0.007820029,0
0,9,1,1.44444444444444,206,0.0452861227095127,3315.28466796875,4784.39990234375,0.0404849946498871,35.8064651489258,3464.9296875,0.008326073,0
0,9,1,1.55555555555556,186,0.044256467372179,3135.4912109375,4963.22802734375,0.0319088697433472,50.8973274230957,4712.046875,0.008726223,0
0,9,1,1.66666666666667,169,0.0434079207479954,2969.6904296875,5086.43017578125,0.0441012755036354,52.2160911560059,4448.83203125,0.009311914,0
0,9,1,1.77777777777778,135,0.0423847623169422,3055.431640625,5013.12890625,0.0329928621649742,51.9355354309082,5172.66796875,0.009500306,0
0,9,1,1.88888888888889,116,0.0459525175392628,2824.7548828125,4774.908203125,0.0378484278917313,118.905876159668,5092.31982421875,0.01063501,0
0,9,1,2,124,0.0469738878309727,2742.32641601562,4617.1357421875,0.0456138476729393,100.596687316895,3851.16284179688,0.011520897,0
0,9,2,1,1338,0.0254309624433517,3275.49243164062,5122.2138671875,0.0131102856248617,0.34198197722435,4116.68798828125,0.006910832,0
