paramCombinations_1,paramCombinations_2,numDetectedFeatures,meanScore,varianceLocation_m,varianceLocation_n,meanScoreTop,varianceLocationTop_m,varianceLocationTop_n,computationTime,is_default
1.01,5,2687,6.07052861596458e-05,1448.81872558594,2228.49072265625,0.0001779695157893,810.010620117188,1.01052606105804,0.1571934,0
1.01,6,2871,5.82028624194209e-05,1444.30456542969,2215.70092773438,0.0001779695157893,810.010620117188,1.01052606105804,0.0214546,0
1.01,7,3011,5.63793219043873e-05,1436.50317382813,2200.16357421875,0.0001779695157893,810.010620117188,1.01052606105804,0.0160732,0
1.01,8,3122,5.50274380657356e-05,1431.06701660156,2187.86499023438,0.0001779695157893,810.010620117188,1.01052606105804,0.0137023,0
1.01,9,3196,5.41679364687297e-05,1432.15637207031,2180.55932617188,0.0001779695157893,810.010620117188,1.01052606105804,0.0472602,0
1.01,10,3250,5.35973049409222e-05,1433.35949707031,2171.490234375,0.0001779695157893,810.010620117188,1.01052606105804,0.0066809,0
1.05263157894737,5,2484,6.63017053739168e-05,1503.81237792969,2213.3583984375,0.0001779695157893,810.010620117188,1.01052606105804,0.0043851,0
1.05263157894737,6,2598,6.46047046757303e-05,1498.94506835938,2187.14501953125,0.0001779695157893,810.010620117188,1.01052606105804,0.0046728,0
1.05263157894737,7,2687,6.31972507108003e-05,1499.306640625,2165.4580078125,0.0001779695157893,810.010620117188,1.01052606105804,0.008129,0
1.05263157894737,8,2745,6.24441017862409e-05,1496.94885253906,2149.919921875,0.0001779695157893,810.010620117188,1.01052606105804,0.0048937,0
1.05263157894737,9,2790,6.17311816313304e-05,1493.55200195313,2137.9619140625,0.0001779695157893,810.010620117188,1.01052606105804,0.0065152,0
1.05263157894737,10,2815,6.1361221014522e-05,1490.43017578125,2132.70581054688,0.0001779695157893,810.010620117188,1.01052606105804,0.0053317,0
1.10526315789474,5,2156,6.81125457049347e-05,1412.60180664063,2155.41625976563,0.0001779695157893,810.010620117188,1.01052606105804,0.0040688,0
1.10526315789474,6,2217,6.68050270178355e-05,1402.23413085938,2133.51049804688,0.0001779695157893,810.010620117188,1.01052606105804,0.0039525,0
1.10526315789474,7,2256,6.59116412862204e-05,1391.80322265625,2118.94555664063,0.0001779695157893,810.010620117188,1.01052606105804,0.0041733,0
1.10526315789474,8,2279,6.53258175589144e-05,1383.45166015625,2112.373046875,0.0001779695157893,810.010620117188,1.01052606105804,0.0047207,0
1.10526315789474,9,2287,6.51247755740769e-05,1380.14038085938,2109.99829101563,0.0001779695157893,810.010620117188,1.01052606105804,0.0043602,0
1.10526315789474,10,2293,6.49757130304351e-05,1377.06787109375,2108.90380859375,0.0001779695157893,810.010620117188,1.01052606105804,0.004977,0
1.15789473684211,5,1990,7.11722896085121e-05,1365.00244140625,2212.67822265625,0.0001779695157893,810.010620117188,1.01052606105804,0.0041207,0
1.15789473684211,6,2018,7.03649493516423e-05,1352.99951171875,2199.37133789063,0.0001779695157893,810.010620117188,1.01052606105804,0.0062654,0
1.15789473684211,7,2028,7.00731252436526e-05,1347.50012207031,2196.146484375,0.0001779695157893,810.010620117188,1.01052606105804,0.0051242,0
1.15789473684211,8,2029,7.00398231856525e-05,1346.84204101563,2195.1904296875,0.0001779695157893,810.010620117188,1.01052606105804,0.0040441,0
1.15789473684211,9,2029,7.00398231856525e-05,1346.84204101563,2195.1904296875,0.0001779695157893,810.010620117188,1.01052606105804,0.0080328,0
1.15789473684211,10,2029,7.00398231856525e-05,1346.84204101563,2195.1904296875,0.0001779695157893,810.010620117188,1.01052606105804,0.0058736,0
1.21052631578947,5,1811,7.27994629414752e-05,1347.77209472656,2160.703125,0.0001779695157893,810.010620117188,1.01052606105804,0.0037324,0
1.21052631578947,6,1817,7.25786085240543e-05,1343.72961425781,2156.24291992188,0.0001779695157893,810.010620117188,1.01052606105804,0.0036272,0
1.21052631578947,7,1817,7.25786085240543e-05,1343.72961425781,2156.24291992188,0.0001779695157893,810.010620117188,1.01052606105804,0.003581,0
1.21052631578947,8,1817,7.25786085240543e-05,1343.72961425781,2156.24291992188,0.0001779695157893,810.010620117188,1.01052606105804,0.0049048,0
1.21052631578947,9,1817,7.25786085240543e-05,1343.72961425781,2156.24291992188,0.0001779695157893,810.010620117188,1.01052606105804,0.0048633,0
1.21052631578947,10,1817,7.25786085240543e-05,1343.72961425781,2156.24291992188,0.0001779695157893,810.010620117188,1.01052606105804,0.0072136,0
1.26315789473684,5,1668,7.54215579945594e-05,1324.16735839844,2155.82470703125,0.0001779695157893,810.010620117188,1.01052606105804,0.0033506,0
1.26315789473684,6,1668,7.54215579945594e-05,1324.16735839844,2155.82470703125,0.0001779695157893,810.010620117188,1.01052606105804,0.0043667,0
1.26315789473684,7,1668,7.54215579945594e-05,1324.16735839844,2155.82470703125,0.0001779695157893,810.010620117188,1.01052606105804,0.0040907,0
1.26315789473684,8,1668,7.54215579945594e-05,1324.16735839844,2155.82470703125,0.0001779695157893,810.010620117188,1.01052606105804,0.0038664,0
1.26315789473684,9,1668,7.54215579945594e-05,1324.16735839844,2155.82470703125,0.0001779695157893,810.010620117188,1.01052606105804,0.0038632,0
1.26315789473684,10,1668,7.54215579945594e-05,1324.16735839844,2155.82470703125,0.0001779695157893,810.010620117188,1.01052606105804,0.0041399,0
1.31578947368421,5,1538,7.7632546890527e-05,1370.84301757813,2211.67578125,0.0001779695157893,810.010620117188,1.01052606105804,0.0031932,0
1.31578947368421,6,1538,7.7632546890527e-05,1370.84301757813,2211.67578125,0.0001779695157893,810.010620117188,1.01052606105804,0.0037318,0
1.31578947368421,7,1538,7.7632546890527e-05,1370.84301757813,2211.67578125,0.0001779695157893,810.010620117188,1.01052606105804,0.0039355,0
1.31578947368421,8,1538,7.7632546890527e-05,1370.84301757813,2211.67578125,0.0001779695157893,810.010620117188,1.01052606105804,0.0038195,0
1.31578947368421,9,1538,7.7632546890527e-05,1370.84301757813,2211.67578125,0.0001779695157893,810.010620117188,1.01052606105804,0.0037219,0
1.31578947368421,10,1538,7.7632546890527e-05,1370.84301757813,2211.67578125,0.0001779695157893,810.010620117188,1.01052606105804,0.0037252,0
1.36842105263158,5,1468,7.99904519226402e-05,1342.83605957031,2198.18823242188,0.0001779695157893,810.010620117188,1.01052606105804,0.0036244,0
1.36842105263158,6,1468,7.99904519226402e-05,1342.83605957031,2198.18823242188,0.0001779695157893,810.010620117188,1.01052606105804,0.003591,0
